1501545600.0,301.13000000,393.71000000,144.21000000,384.79000000,82652.55971000,1504223999999,26893681.66808830,73552,39482.83079000,12562790.49705430,82026.24194321
1504224000.0,386.44000000,394.39000000,192.00000000,304.36000000,167937.12444000,1506815999999,48459503.76476410,177180,67357.65754000,19437057.02935160,88439.42297005
1506816000.0,305.13000000,354.00000000,272.20000000,304.90000000,231137.83697000,1509494399999,70977397.86616550,214648,106366.51773000,32739285.74410210,132027.26666399
1509494400.0,304.89000000,515.00000000,274.73000000,427.43000000,558140.09976000,1512086399999,210287277.18386380,362825,266326.22077000,100867631.56487740,270225.69708239
1512086400.0,428.05000000,864.90000000,375.01000000,733.98000000,1709681.42863000,1514764799999,1095175756.35663960,1717737,842709.36626000,544361499.98904470,0
1514764800.0,733.01000000,1440.00000000,716.80000000,1124.81000000,4449875.05067000,1517443199999,4733420445.53642910,5243958,2185454.09713000,2327635542.99501450,0
1517443200.0,1125.96000000,1164.99000000,570.10000000,853.50000000,4763007.17082000,1519862399999,4027935296.11776160,7645670,2338648.95030000,1978346935.97376590,0
1519862400.0,853.50000000,879.96000000,366.00000000,393.92000000,3233542.72918000,1522540799999,1803947901.16259360,3881675,1559218.11465000,869667259.13711770,0
1522540800.0,393.93000000,712.99000000,356.90000000,670.78000000,3985713.71581000,1525132799999,2104023946.29957820,3623859,2000946.12262000,1054708451.98907410,0
1525132800.0,670.78000000,839.99000000,506.11000000,577.81000000,4408748.58226000,1527811199999,2990716604.31649220,3996765,2177921.14492000,1477819340.92560760,0
1527811200.0,577.81000000,628.81000000,404.48000000,454.09000000,3679540.26495000,1530403199999,1860588038.17646130,3056636,1876917.89973000,947535824.13316770,0
1530403200.0,454.20000000,515.47000000,416.94000000,432.22000000,4643015.20349000,1533081599999,2148572707.47779040,3216773,2517599.68256000,1164700655.27929900,0
1533081600.0,432.20000000,434.99000000,250.00000000,281.41000000,8484870.73771000,1535759999999,2654017672.10112870,4214976,4768032.20047000,1492644640.08453160,0
1535760000.0,281.46000000,302.00000000,167.32000000,232.94000000,15011197.24495000,1538351999999,3324267386.43400070,4992967,7904312.40288000,1753621303.60290020,0
1538352000.0,233.04000000,239.00000000,189.01000000,198.73000000,5656055.71475000,1541030399999,1212100210.16679980,2351879,2953535.12728000,633306146.48450870,0
1541030400.0,198.70000000,224.80000000,102.36000000,113.73000000,10359779.81155000,1543622399999,1538514462.13427780,4121149,5197023.40255000,771856087.03271360,0
1543622400.0,113.71000000,157.67000000,81.79000000,131.45000000,18264688.97842000,1546300799999,2059098648.00781790,5854262,9204582.84934000,1037143393.23662300,0
1546300800.0,131.45000000,159.26000000,100.91000000,106.44000000,13940118.50003000,1548979199999,1820398359.08924240,4812045,7006727.40029000,913683600.42110700,0
1548979200.0,106.47000000,166.00000000,101.21000000,135.34000000,12685474.00855000,1551398399999,1680123771.63375520,4063775,6466746.86797000,857453596.35778520,0
1551398400.0,135.32000000,145.89000000,122.60000000,141.38000000,8362024.66500000,1554076799999,1135759910.73248650,3115090,4287377.80438000,582424503.32907710,0
1554076800.0,141.41000000,185.87000000,139.57000000,161.83000000,12829462.34072000,1556668799999,2121766684.01484340,4398840,6422387.42259000,1061776088.29547030,0
1556668800.0,161.85000000,288.62000000,157.55000000,267.90000000,18976801.36183000,1559347199999,4316378328.33457750,6485504,9694614.89304000,2207204859.30500160,0
1559347200.0,267.90000000,366.80000000,226.56000000,292.70000000,12433954.40436000,1561939199999,3504428923.46639380,6154258,6434134.55023000,1812880753.98713480,0
1561939200.0,292.89000000,318.19000000,191.84000000,218.42000000,11176590.65074000,1564617599999,2746343818.36308750,5891678,5711460.34155000,1403526191.98386820,0
1564617600.0,218.42000000,239.15000000,163.61000000,171.57000000,6963710.33197000,1567295999999,1388515000.93037750,3912266,3513906.16132000,701052464.77950220,0
1567296000.0,171.52000000,223.94000000,150.03000000,180.85000000,13648082.36985000,1569887999999,2528833063.96883830,4619966,6978385.02537000,1292046262.58034640,0
1569888000.0,180.89000000,197.74000000,153.45000000,182.18000000,14105916.59043000,1572566399999,2522317553.12737500,5016897,7168947.79577000,1282406166.90384320,0
1572566400.0,182.19000000,195.09000000,131.45000000,151.37000000,10175750.16427000,1575158399999,1713545741.31052010,4344353,5065915.04492000,854113680.61732800,0
1575158400.0,151.43000000,152.49000000,116.26000000,129.16000000,8781775.78331000,1577836799999,1191310050.65105420,3326776,4342376.75067000,589533539.54246500,0
1577836800.0,129.16000000,187.00000000,125.88000000,179.99000000,12817879.25715000,1580515199999,2025639750.34710110,4986853,6405495.55523000,1011829803.82449880,0
1580515200.0,179.94000000,288.41000000,179.10000000,217.21000000,21153996.14580000,1583020799999,5127525049.24233890,8343119,10471279.91192000,2537720362.18733730,0
1583020800.0,217.29000000,251.93000000,86.00000000,132.72000000,40100166.98948000,1585699199999,5993132935.64847460,11872867,19856760.31755000,2966854092.44749000,0
1585699200.0,132.72000000,227.30000000,128.62000000,206.08000000,30622487.94288000,1588291199999,5307426102.86373880,8245020,15121927.72139000,2621054220.21718160,0
1588291200.0,206.07000000,247.00000000,176.00000000,231.57000000,24717586.81853000,1590969599999,5101265932.40613120,7525066,12228040.24655000,2524093681.14838300,0
1590969600.0,231.56000000,253.80000000,216.00000000,225.60000000,16073920.07730000,1593561599999,3788746146.39326890,6067128,7954092.95613000,1875605595.02700070,0
1593561600.0,225.59000000,349.45000000,222.87000000,346.33000000,20935176.05306000,1596239999999,5669453437.19607360,8244597,10536788.72164000,2857095420.12796610,0
1596240000.0,346.32000000,446.00000000,325.00000000,433.79000000,28769352.88701000,1598918399999,11440961601.40521930,13062079,14301567.89792000,5687901832.21513200,0
1598918400.0,433.80000000,488.84000000,308.42000000,359.83000000,34431117.99327000,1601510399999,12818279438.34963910,13888400,16992211.05619000,6327021596.76684760,0
1601510400.0,359.83000000,420.73000000,332.18000000,386.46000000,19292758.26132000,1604188799999,7288859222.77029690,7532154,9532775.18684000,3601111688.18020760,0
1604188800.0,386.44000000,623.00000000,370.23000000,616.66000000,36426105.33250000,1606780799999,17960338594.63861780,15988322,18225653.32873000,8988549241.88268590,0
1606780800.0,616.65000000,676.25000000,530.43000000,625.92000000,22544375.91191000,1609459199999,13607167143.92956880,12525736,11137442.64698000,6724005899.28565430,0
